Tour;Length;GiftIds;TotalWeight;Weights
1061;13379720.7358715;91587,18329,17442,67651,88691,62840,65968,83655,70400,82341,57824,56768,47340,80740,99865,36416,98550,66666,97352,2032,69925,59210,16508,96134,50194,95597,76862,54148,94518,82149,45780,7275,93667,26144,59454,79547,84710,39862,53815,89587,7111,61535,77315,27589,59050,10535,8959,21492,29979,20532,17600,51303,20723,84,74879,52542,36002,88993,48859,18110,46217,32539,91020,14411,84202,25194,78532,2093,92554,71784,69606,89680,7788,10482,48854,76177,40812,73509,18366,61873,52885;999.822905031;32.40108974+24.38442847+1+32.92131847+1+1.34153621+1+6.860732007+1+1+2.094029544+19.11662404+1+40.84052714+21.53429372+1+1+13.64391338+41.01182237+18.52319269+1+12.61686903+1+48.08621026+23.27412026+1+1+1+1+6.802599327+1+2.328035579+32.13892029+3.478643858+33.50780033+1.691722185+23.11902452+20.07602459+35.89659576+34.60460742+1+39.52384358+1.323102378+1+18.4061472+12.37418184+18.06547924+15.48931352+33.95985449+35.46020237+1+13.80934518+1+4.084455535+1+14.66910045+43.09408314+1+1+1+3.032300649+49.35792213+1+28.51200362+8.735893993+12.00570244+5.803310933+1+1+26.3027344+1+41.43529201+1+1+2.260627307+1+1+5.823327436+1+1+1
1062;12949180.5939079;74726,14039,11976,4055,43262,44366,14699,6972,29606,97692,16216,23004,52201,9566,92461,87757,71708,7443,60078,98888,74236,75898,5337,56732,71135,62841,71893,56555,31219,40579,83760,10834,71794,30304,75619,17586,62356,24164,56933,26549,49401,37795,5925,34493,73467,27205,34203,79666,80526,42299,24843,19663,74451,24371,68245,67556,27109,54523,4050,79716,52775,45157,30794,71596,49352,65873,35042,29994,94152;999.925823622;1+38.51496925+23.81290762+2.434053892+1+1+13.23271619+1+31.81129948+1+19.31960633+1+6.277666656+26.15253264+1+15.75824302+1+16.20235986+50+24.84109828+1+29.03813041+1+11.31922283+15.10122438+12.07644786+1+4.373987391+10.09412419+23.07816846+15.24386157+50+14.54703137+26.59630512+15.75241073+3.261317035+28.38621945+1.111383245+22.96025324+20.33896972+1+1+1+41.45187215+21.46230517+14.70112723+45.63665603+6.533770589+16.67121252+1+39.72173274+1+16.89145705+27.07485262+6.880724391+12.86155705+9.956183992+14.83158236+50+14.74522175+10.94042836+10.26113342+11.26809605+11.82980308+16.14427262+1+9.425324231+1+1
1063;13265496.9170826;49742,45152,3562,51989,84672,92890,83567,83404,11488,95261,1677,37369,44669,39514,26582,12189,43615,74066,13702,78991,91830,30841,94180,15841,33243,35693,24108,72123,32839,27895,27696,31201,40589,35588,23071,62358,81874,3835,23141,63386,79377,55119,83227,86901,34559,80528,81192,16073,60508,92508,15576,87221,59138,68561,20878,87449,781,92983,26012,44226,78887,53570,90792,23868,63226,32636,74897,64328;999.230829593;8.518275475+26.64351991+1+27.37957069+26.48922543+3.901736012+37.95023127+30.28344219+1+9.17578717+1+1+6.368417309+3.999354539+1+1+4.575289242+20.20539453+1+3.643982683+11.66710366+37.1493377+34.16706462+15.64437054+18.90797107+8.987013531+29.21579463+21.05603321+44.0874655+31.72293831+19.84939914+18.63125064+1+1+1+15.88800705+21.55726416+16.79883301+8.635291075+2.077308747+8.681410201+50+1+1+1+1+1+17.3562863+26.06596789+1+1+20.57330855+26.23112299+6.516853758+1+20.49884413+14.26205582+18.8892546+22.82860153+8.643531268+1+9.895722677+3.699366616+13.42199277+44.82143915+32.09404025+20.57435805+50
1064;13513634.8907217;68240,45140,79816,7478,1639,72072,64785,87194,74290,41429,9238,29860,66823,62689,99503,67657,10505,42177,23482,93096,87178,74637,29566,89242,89086,74482,24270,53167,36280,99862,17771,76347,66884,44144,78609,39707,66120,30595,72536,66612,70567,13116,51632,74274,57359,54320,84180,27038,41146,15184,73052,43587,80850,67416,97436,60772,29343,98452,7761,98433,38792,61296,17945,23760,52267,65432,116,76032,28988;999.173479881;1+1+1+10.92136941+9.317309058+17.8894433+1+1+10.55775904+19.12876722+1+50+40.87819563+50+23.15890636+40.37260719+43.25612296+6.301468931+26.92230321+20.01459415+33.71017442+6.885446446+9.457150819+39.53810999+12.38531472+1+1+26.07751645+30.78101807+1+20.38043366+23.56435974+33.38541186+1+1+4.338178625+6.756951004+1+1+14.79740232+45.70941254+32.75814681+33.87804527+1+4.96915374+14.91677985+6.440403303+1+15.99167082+11.57795036+1+5.093711569+15.74717438+41.33342987+8.243810124+1.225753329+1+4.378243043+10.35883832+22.76671681+1+12.55955664+19.96486422+26.49832143+11.98518287+1+1+1+1
1065;13244377.3641674;77763,89441,81142,7677,81892,23888,54522,22172,21554,1627,87714,71881,30912,83308,1857,13610,16391,68694,72436,16280,14254,37615,38884,48027,74323,63132,40021,99788,4298,82503,571,95975,75402,8043,44868,7565,8281,25228,2638,25779,45659,20054,64742,37215,20607,85682,50168,65858,7026,95571,97257,93335,69629,52870,5244,42573,9708,39169,18154,39548,86540,97183,46273,16689,36082,58807,89967,77796,75558,25221,24067,64478,61371,92638,33341,8038,52166,14863;999.486236795;4.753167189+50+3.667366369+1+1+6.049313621+30.85712281+33.0153194+1+10.32761402+8.09107833+6.750474988+1+7.546317219+45.90476301+2.387741052+5.890601736+21.27727776+7.396431577+1+7.080084738+31.25145579+1+25.98867189+37.8567159+15.46364912+2.558094042+1+1+1+1+1+28.36708512+1+1+1+19.43865347+9.201341634+3.890295411+34.63925429+5.376501097+11.1587473+1+1+1+27.42639818+28.94001256+19.72894065+30.44853721+29.40769195+50+1+23.14224552+17.46311512+1+13.06285918+5.252704731+38.59420719+50+16.21961485+1+33.11487914+1+25.06770785+6.539833237+19.97291995+1+7.277081939+11.22466837+1+1+1+24.17833502+1+12.32467666+1.91305053+5.001618075+1
1066;13904650.7518941;7844,42020,14250,68678,79558,82417,88814,98643,16907,47274,53245,64423,71277,65426,749,85941,80220,38505,79415,74458,60542,859,83992,16650,5997,68668,81830,23718,79235,79325,48857,31305,83917,49372,30837,6485,610,62030,75930,13372,6420,6946,54185,9780,24437,52544,51513,95554,81512,4202,63521,98301,29838,64075,40995,37140,547,74277,13717,13365,2984,41927,94462,45218,9551,61818,26990,48529,25831,17494,58235,54291,50708,21503,75132,65101,60599,84266;999.457130566;13.74067436+3.808713835+7.665937704+11.86036061+32.87157695+38.60286639+1+1+38.1632627+1+16.56737523+16.86549278+1+6.048646066+36.47591679+35.01250288+1+1+1+1+1+25.35268704+1+1+5.45494038+50+1+1+1+25.86922485+1+28.20427586+25.90878528+12.16079058+35.46509073+15.40420682+1+6.050466432+1+1+24.34760198+4.039075369+6.125935441+8.839312057+14.35668942+26.28907333+33.44689941+41.20109348+42.32254597+11.52695464+4.05071334+7.084899587+1+23.93040747+41.80821278+41.25532983+4.53894363+8.538776989+16.21752799+11.03825605+1+1+4.338624607+38.05238837+1+5.425124868+5.802329457+1+29.5891739+13.82889888+9.751999431+1+1.071142916+1.627725511+1+1+4.457679596+1
1067;13189501.6717149;21613,8597,75480,78913,92426,6235,99828,82698,12704,33517,53663,12625,8036,87984,68234,2929,84529,60735,74948,84650,28688,77800,29572,65267,29039,75950,63268,39829,97737,55144,95273,97187,96442,89755,56890,83345,67247,67232,49977,50959,95245,64858,35240,1758,16572,57603,53641,23532,32623,10830,53969,35727,59918,77965,68596,28512,65606,2838,93345,68479,64013,27669,11615,44999,24056,32196,18888,71212,40106,31784,19255,99394,1033,24119,12217,3321,23439,22725,43400,23184,22377;999.86841872;5.460159422+1+1.365509792+16.51372956+10.9499326+16.55004813+5.985744389+1+1+18.00086345+1+44.69367905+5.213641042+1+7.840129117+5.141611547+12.65523096+18.2120518+1+24.2273067+32.56672893+19.68190946+31.87086841+25.49891267+29.36597267+27.02495166+11.3815317+1+45.1829537+1+5.539071262+15.2712513+1+1+1.688479209+43.62984179+1+47.51111652+10.37533378+8.259351279+1+1+20.99011674+2.531287522+4.034449862+14.37888369+29.03943496+1+18.13023042+1+28.69945873+1+18.19692152+22.80237893+24.86539751+29.53004409+21.41256284+1+11.12738656+1+1+37.47617361+1+17.50251542+6.073937859+1+12.08576135+34.72232044+1+1+11.78527011+1+8.963254408+23.10881212+1+24.75390813+1+1+1+1+1
1068;13737655.2481272;99139,55991,96246,34090,96759,24529,59536,82354,85724,46932,37039,90704,86623,24243,89296,8781,86509,77876,94460,5198,11127,93337,83708,33809,42041,47939,33817,51680,41831,30701,84034,44370,18362,61845,42629,56079,83743,16706,97273,42199,62122,55072,64762,46267,58913,5668,88724,66063,6810,29416,88916,79754,79766,12245,22022,29015,67018,31634,80933,5671,47738,43194,17563,72845,45034,37239,46753,40583,8151,86428,75549,61622,32804,28909,79468,88311;999.427824812;1+16.12741629+1+15.74645789+3.791877056+1+14.77320326+4.179676057+1+3.841074885+18.71353552+10.38321014+1+1+41.32919012+36.41198327+1+8.893357408+18.46140155+10.82301189+11.45970356+1+4.212454337+27.32306945+8.174583063+1+18.02833179+22.84417466+5.978788523+2.482065166+31.65170209+50+13.45028219+14.2725399+20.09455674+1+1+27.92436583+33.44596586+29.0552694+1+10.00907497+1+28.90233182+9.919699706+26.3691474+6.272281861+12.29327918+41.55284304+32.96213857+23.15379048+38.92304122+1.772501474+41.42703045+11.25279497+1.861065302+1+1+17.77046659+1+3.429893561+1.716552837+1+50+1.618705869+1+22.38618558+17.7047291+1+1+9.763247998+17.87992943+1+1+9.989802259+14.62404325
1069;14245732.6554118;52974,35184,8816,62494,74768,17367,56454,3407,10252,64834,14860,24127,30643,62445,13151,23510,45773,29815,35500,70083,52723,54825,6474,5462,61240,32756,51337,11586,41295,54471,75370,61416,36075,66582,64234,59886,6322,57756,69868,75465,81275,91133,45744,34641,54285,19347,27797,60409,51150,53872,7394,85554,13986,45830,9490,6171,59938,25672,91940,5101,57330,3505,60742,1166,25611,89021,39894,11693,40477,22887,23831,28353;999.859467397;1+16.16627845+16.25735704+12.73118599+29.80477901+1+1+29.91554056+1+18.31639678+13.68449276+7.859127635+13.18997858+1+32.78428507+22.88908136+1.526899466+10.87696359+1+1+6.292612491+16.66736519+6.564473362+1+1+12.03008621+50+14.71931572+10.30591829+22.31970888+15.97917968+24.69973964+11.85799301+1+5.299371183+30.48734054+7.646200046+1+22.96371035+33.63618264+34.42124597+1+50+1+1.148000034+40.42784916+28.80081281+37.09533232+1+10.18505354+5.09443548+1+1+1+1+10.47371243+1+1+5.633573677+36.21107219+1+45.22673381+27.64463765+1+1+21.59693771+1+10.68890898+2.075920956+34.33587498+49.3234494+8.004352777
1070;13866184.8625707;53850,16652,32566,54113,94577,98280,77394,92799,23450,86998,92669,76536,42330,90016,46309,3615,5499,86514,53005,2012,52824,85813,78876,90594,24994,52931,98520,61831,54993,72481,50438,92709,78746,54389,63965,57802,88297,82969,80309,53650,43463,74801,66130,11657,21990,77040,17719,88344,81470,5858,3384,82590,36701,82902,7790,87896,45654,97429,73099,48835,59931,75128,49040,33520,17561,88921,16147,63955,83599,71128,13648,69273,26059,55027,89663,97570,29569,82112,15411,38601,93953,26035;999.700707124;15.22641155+4.21954601+11.97301975+1+1+28.90021163+20.27488688+1+26.23433161+1+26.73241651+49.50100466+1+1+31.80488747+17.43766569+3.373737926+29.86415942+1+1+27.95501302+1+15.82070261+11.32059992+6.661010944+1+1+1.393607003+4.34227986+1+1+21.69753914+1+3.71632568+26.580467+17.16204684+1+25.66527334+18.19321965+1+1+1+10.15272668+1+1+19.62186105+19.81262119+37.60515878+1+1+7.447466061+25.48214504+22.54234977+1+32.20121174+24.11758073+7.825769295+50+1+2.68460922+23.35480787+4.940489635+19.2976063+16.35264695+1+1+1+19.82310982+21.90681809+17.11466655+13.13684974+1+1+13.38612012+24.92023632+30.32950737+29.1677339+13.02829158+15.39795921+1+1+1
1071;13774259.4659478;90481,23055,67765,45832,38933,33151,81661,85842,37542,33186,7058,89955,65451,75390,48298,70735,56569,32168,32047,18699,2687,5506,42596,2624,76543,3665,19134,41123,71804,62209,48672,61755,45524,23602,97895,73691,17972,36161,56539,9886,828,15920,42886,21219,51167,60040,63722,62390,12142,82071,20390,1313,67776,64996,94190,13104,18469,79542,79968,76738,18905,90039,49448,94031,42780;999.670546177;1+1+1+1+1+29.45632525+42.5606697+24.41797091+23.88353884+1+10.48580931+50+32.2293261+22.521956+1+5.611492643+20.94562509+30.13470808+38.70919259+38.45791961+19.03197755+11.74545468+31.93023145+39.37275101+13.21054576+22.38339371+22.59842549+11.06101617+9.265123045+10.28624557+11.09363573+25.88742131+1+1+26.57006799+1.38449205+13.55027055+5.155311093+1.98855577+50+3.574284252+6.051051414+50+13.66162313+7.202262018+1+8.61194614+14.15803063+29.41342947+1+4.647559007+1+6.918848904+16.12736881+18.74816749+25.45659936+16.16614848+14.90707163+37.27757548+8.042859997+1+1+6.776266914+1+1
1072;14339740.4169922;25380,80012,8752,26521,59618,96978,57669,55477,37406,79333,78778,67289,50492,7514,34741,26442,13621,95358,264,57405,1062,86107,31135,31869,18961,44753,81155,94972,82538,39577,46471,68452,32760,82139,36840,89704,17543,3415,96610,60254,92959,70438,58869,56837,12878,74008,59003,4821,5793,34084,31435,25814,59077,71388,11245,56463,49244,42097,14175,21801,8380,42994,41919,80538,27592,53271,4885,65631,23323,17112,88000,85133,76571,58839,417,25540,5247,79250,19727,49462,80406,60308,68721;999.231065876;28.87591095+17.55825522+18.09731311+1+1+1+1+1+1+28.93760691+1+12.73338805+1+10.06342361+1+1.465582195+26.69182683+1+41.19540749+1+23.31955203+21.27212056+1+29.06998899+22.0237025+12.4706735+39.04424032+2.966185146+6.820437229+13.56912867+4.755613841+26.46251717+14.25436796+8.269568691+2.445956055+19.12507136+4.651475764+1+1.42346557+18.21369611+20.46017094+21.78335092+1+1+27.74826922+33.7718893+36.83917289+1+25.42228423+1+12.84252427+14.40387451+42.43391384+17.99789701+1+1+1+25.82125852+11.87829156+47.81458727+10.30896964+24.9886889+1.537396969+40.9962063+31.84296587+3.372859735+2.977654671+1+2.685811942+2.41507798+28.94802525+1+4.740091588+1+1+1+18.42335672+1+1+1+1+1+1
1073;13624006.0001816;20438,38959,39878,31391,78656,82312,69603,11220,56823,86499,6156,56906,15465,44726,85738,94291,20259,10844,13389,6711,96891,11440,94114,11768,24097,89408,81937,74756,71523,51181,97382,73798,50552,87841,55947,29761,61160,1105,19926,32951,49901,60365,99288,80687,8016,57585,85145,95913,27229,4230,65719,73397,57661,47776,21549,97019,61278,65391,57761,97615,21637,32840,67442,28306,94175,37328,82529,47016;999.589621434;13.46419406+1+13.24012712+36.00489119+45.99693242+42.53974106+5.58088572+30.13740771+14.40090403+43.0083181+10.23739093+9.231263259+8.570647029+11.93019972+1+1+50+29.41257525+1+1+34.31434006+1+31.81662201+1+10.06381316+1+33.38074017+14.80897098+1+30.08904804+40.93922832+50+1+1+46.20034011+24.29738067+1+29.18686522+1+1+18.56919215+34.14095802+38.85162774+6.224729051+17.79713034+1.916835797+7.858986113+1+1+9.109511157+1+1+16.41582334+1+1+3.607885864+17.76612307+1+22.92358841+6.539793468+15.98818389+6.80336896+23.60900108+6.002333016+12.61172363+1+1+1
1074;13810274.781666;6377,65554,43319,39740,89913,84557,6284,367,19724,50182,52988,30563,14059,72725,61750,30054,62479,17372,33120,65508,97114,15151,80837,17182,20446,74675,47609,59010,12507,56748,76307,92580,660,37175,80920,1259,74508,85423,24283,12028,84274,81804,62389,79897,73524,43929,2945,35709,64497,17180,5085,47121,3955,67753,97579,3072,85135,97629,58426,6479,79266,92980,24347,50834,43362,35843,88638,8361,49019,91606,23489,88440,50804,58327,53443,96739,26929,84302,82325;999.474051926;1+38.49631878+41.72515856+25.1429604+12.00406633+7.775689614+1+1+8.080274913+46.74065156+13.79474968+27.71880026+5.792682385+30.4607757+9.303517338+1+37.36010996+46.52245965+50+1+38.87181028+36.74704019+1+1+8.064025637+1+24.82873833+7.102253844+11.80956984+25.11791817+1+1+1+8.685271722+8.169244646+16.59767625+4.514288898+1+10.48620989+1+1+1+1+30.52164564+1.738724477+1+1+16.26651057+1+31.96957347+17.52778924+4.826648849+4.028968026+27.71157759+10.514452+37.25156101+4.935362293+23.71992803+19.2412952+1+24.22523852+24.92750907+3.371062832+5.288861658+1+6.203712359+14.45690833+11.03202849+1+1+14.73083621+10.44754648+1+1+7.642095383+9.574982696+8.406970676+1+1
1075;13460044.3516523;19691,66623,82343,14895,40689,65152,665,63747,60826,78557,75793,33949,45538,70651,81162,40556,17957,66560,81236,79740,45994,73102,35200,63671,80455,77391,12964,55349,64789,30502,5797,4000,35776,63856,20711,50714,13995,67531,56695,70474,63599,67958,26061,24057,48317,54905,49770,77715,52608,27906,80641,56369,98485,18398,6656,77128,68484,75948,21903,86399,82004,71062,98987,89208,41923,63679,21614,36047,3405,53296,18547,22773,20970,13214,69867,30282,15414,33167;999.439493014;1+17.24140534+15.45573043+15.29591279+39.03737024+1+1+5.008436791+1+22.45160328+31.09599319+7.68829681+1.276666331+31.75295281+11.07598599+14.85415262+1+37.35589029+11.58353389+29.82735345+1+9.044643704+12.19752805+1+9.793197942+4.841301916+1+1+9.983518774+24.76503995+1+1+1+25.28894912+1+1+19.75085486+11.53164836+48.32372938+1+17.71686147+27.46067283+48.04532029+1+24.97242073+19.54338233+50+1+1+1+1+10.66810191+1+45.00162934+41.32869752+1+9.686117208+1+25.97480846+12.03351583+1+3.203228907+1+10.32629128+23.39832392+18.38728712+5.672124891+1+29.43377203+1+1+2.54208933+37.92383723+1+14.1864108+1+24.41290328+1
1076;13717796.9117078;68770,75215,97142,56801,8712,9868,92559,62008,50475,14259,81026,73663,72009,34808,45504,18660,99812,87237,98840,68920,49222,8408,7340,92024,86328,75512,67016,57189,30404,90768,646,72593,32783,61990,68959,54823,77551,47678,28049,65685,88591,23524,1366,68396,85358,22812,81795,37619,30771,52086,48428,38937,78108,69792,74628,64990,5942,43124,82480,65434,7631,41053,48806,18717,26649,88693,82388,5199,30091,80467,41433,58175,7209,22701,79007,32419,96207,33245,12644,15386,84345,83761,40815,80055,14801;999.878620811;1+5.967455757+18.53212387+8.173721145+1+14.31593648+1+13.18390682+1+7.301704936+1+20.49523097+15.5788652+10.11973326+1+1+4.555649614+10.59975389+36.61555181+1+1+41.52963554+1+1+30.43112898+43.10108856+9.885963304+1+1+28.48238633+1+1+32.44068854+9.901667091+2.425581728+7.868444038+23.69944336+6.256207851+12.84146767+1+24.87709182+43.86082534+12.98112334+13.96544309+9.799162877+15.94944824+25.46396604+3.475579569+15.69078304+6.825263603+10.99759065+8.844744811+1+31.41558975+1+2.986559564+38.25948944+20.60064567+27.73330218+25.64563561+14.40183965+33.5697037+26.39894835+17.98449191+22.77085484+17.41840398+10.78029857+18.65296142+11.91848451+13.22295928+3.262069623+2.475736969+19.88059451+1+1+1+1+4.465692121+1+1+1+1+1+1+1
1077;13309478.2889142;12062,58422,25322,18837,83788,65707,68270,34093,63019,75751,80272,13949,82270,51073,84633,30688,24317,16888,52818,77127,121,74198,67606,56187,43357,51741,87809,92176,91243,12443,11933,20003,55840,49090,65827,40794,48335,60229,31926,90354,67774,3529,59292,91024,62253,56198,28348,53963,5045,9123,46092,88851,5513,17851,77946;999.412854592;35.09773878+50+32.28797789+13.94593763+1+24.39995438+43.45540936+26.00325341+1+1+24.15337756+31.92644774+1+1+1+1+26.14063727+24.33533756+27.84364141+40.58368941+44.58663363+31.4647096+38.00870323+13.25721676+12.0246864+2.290447616+2.032806276+1+27.70929501+1+12.27960785+21.42516607+27.95076857+13.32615851+25.76316944+26.87414657+1+46.56578039+37.8273804+50+1+1+1+1+14.26250143+1+20.72610021+40.42348256+1.95076705+32.00370112+23.03882961+15.28555374+1+1.16184015+1
1078;13231902.071653;77887,30957,81459,42345,64181,92911,66394,45017,62393,36722,11482,36910,71061,57353,28680,75443,58369,4094,52713,51587,41562,37638,38950,53051,24030,43579,40741,80780,23491,76628,54562,63700,81353,79472,77357,43611,10274,93061,67871,20989,60507,72614,71901,35272,20865,79522,77419,8251,98635,96563,37407,16019,61763,33699,56368;999.436977761;35.57986181+1+33.9941908+18.81478285+1+45.57836336+5.489504193+1+12.6786684+4.322994053+41.11572832+17.54494699+1+1+27.88441702+45.88519182+1+1+1+50+16.21856929+1+20.9169735+1+1+33.98819399+50+18.41768555+30.18333943+1+10.50472481+21.40282488+15.10635569+27.06408173+2.077920682+16.6391489+44.777025+1+1+1+9.165953892+36.7115425+46.86897792+1+50+1+19.716357+50+12.31822334+1+27.3792323+41.37666848+18.38706632+18.72146299+4.605999951
